Date,Species,Origin,Quantity,Supplier,EmergedEarly,DOA,FTE,W,Parasite,NumberGlued,PecentEmergence
1/15/2020,Heliconius erato,COSTA RICA,12,CRES,,,,,,12,100.0
1/15/2020,Heliconius hecale,COSTA RICA,60,CRES,,,3,9,,60,80.0
1/15/2020,Heliconius ismenius,COSTA RICA,15,CRES,,,,,,15,100.0
1/15/2020,Heliconius melpomene,COSTA RICA,9,CRES,,,2,,,9,77.8
1/15/2020,Morpho peleides,COSTA RICA,105,CRES,,,2,9,,105,89.5
1/15/2020,Papilio thoas,COSTA RICA,29,CRES,,,,,,29,100.0
1/15/2020,Parides arcas,COSTA RICA,37,CRES,,,10,2,,37,67.6
1/15/2020,Siproeta stelenes,COSTA RICA,24,CRES,,,,,,24,100.0
1/15/2020,Tithorea tarricina,COSTA RICA,14,CRES,,,15,,,14,-7.1
1/8/2021,Argema mimosae,KENYA,10,LPS,,,,,,10,100.0
1/8/2021,Attacus atlas,USA,5,LPS,,,,,,5,100.0
1/8/2021,Cethosia biblis,PHILIPPINES,10,LPS,,,,2,,10,80.0
1/8/2021,Cethosia cyane,THAILAND,10,LPS,,,,,,10,100.0
1/8/2021,Charaxes cithaeron,KENYA,5,LPS,,,4,,,5,20.0
1/8/2021,Charaxes lasti,KENYA,10,LPS,,,4,1,,10,50.0
1/8/2021,Charaxes protoclea,KENYA,4,LPS,,,,1,,4,75.0
1/8/2021,Doleschallia bisaltide,PHILIPPINES,10,LPS,,,,3,,10,70.0
1/8/2021,Euxanthe wakefieldi,KENYA,10,LPS,,,,,,10,100.0
1/8/2021,Graphium agamemnon,Philippines,10,LPS,,,,,,10,100.0
1/8/2021,Graphium angolanus,KENYA,10,LPS,,,,,,10,100.0
1/8/2021,Graphium antheus,KENYA,10,LPS,,,,1,,10,90.0
1/8/2021,Graphium policenes,KENYA,10,LPS,,,5,,,10,50.0
1/8/2021,Hebomoia glaucippe,Philippines,10,LPS,,,,,,10,100.0
1/8/2021,Idea leuconoe,USA,20,LPS,,,8,5,,20,35.0
1/8/2021,Pachliopta kotzebuea,Philippines,5,LPS,,,,2,,5,60.0
1/8/2021,Papilio constantinus,KENYA,10,LPS,,1,,,,9,100.0
1/8/2021,Papilio dardanus,KENYA,20,LPS,,,,,,20,100.0
1/8/2021,Papilio demodocus,KENYA,10,LPS,,,,1,,10,90.0
1/8/2021,Papilio lowii,PHILIPPINES,10,LPS,,,,,,10,100.0
1/8/2021,Papilio memnon,THAILAND,10,LPS,,,,,,10,100.0
1/8/2021,Papilio nephelus,THAILAND,10,LPS,,,1,,,10,90.0
1/8/2021,Papilio nireus,KENYA,10,LPS,,,,,,10,100.0
1/8/2021,Papilio ophidicephalus,KENYA,10,LPS,,,,,,10,100.0
1/8/2021,Papilio palinurus,PHILIPPINES,10,LPS,,,1,1,,10,80.0
1/8/2021,Papilio rumanzovia,Philippines,10,LPS,,,,,,10,100.0
1/8/2021,Parthenos sylvia lilacinus,USA,10,LPS,,,3,3,,10,40.0
1/8/2021,Parthenos sylvia philippensis,PHILIPPINES,10,LPS,,,3,2,,10,50.0
1/8/2021,Salamis parhassus,KENYA,2,LPS,,,,,,2,100.0
1/7/2021,Battus belus,COSTA RICA,2,CRES,,,,,,2,100.0
1/7/2021,Caligo atreus,COSTA RICA,14,CRES,,,1,2,,14,78.6
1/7/2021,Caligo memnon,COSTA RICA,56,CRES,,,11,,,56,80.4
1/7/2021,Catonephele numilia,COSTA RICA,24,CRES,,,7,1,,24,66.7
1/7/2021,Dryas iulia,COSTA RICA,30,CRES,,,1,1,,30,93.3
1/7/2021,Dryadula phaetusa,COSTA RICA,7,CRES,,,,3,,7,57.1
1/7/2021,Eueides isabella,COSTA RICA,10,CRES,,,,,,10,100.0
1/7/2021,Greta oto,COSTA RICA,3,CRES,,,,,,3,100.0
1/7/2021,Heliconius charitonius,COSTA RICA,31,CRES,,,2,,,31,93.5
1/7/2021,Heliconius cydno,COSTA RICA,4,CRES,,,1,,,4,75.0
1/7/2021,Heliconius erato,COSTA RICA,16,CRES,,,3,1,,16,75.0
1/7/2021,Heliconius hecale,COSTA RICA,8,CRES,,,3,3,,8,25.0
1/7/2021,Heliconius hewitsoni,COSTA RICA,12,CRES,,,,,,12,100.0
1/7/2021,Heliconius ismenius,COSTA RICA,26,CRES,,,9,4,,26,50.0
1/7/2021,Heliconius melpomene,COSTA RICA,21,CRES,,,,3,,21,85.7
1/7/2021,Hypna clytemnestra,COSTA RICA,19,CRES,,,13,1,,19,26.3
1/7/2021,Morpho peleides,COSTA RICA,100,CRES,,,5,2,,100,93.0
1/7/2021,Opsiphanes tamarindi,COSTA RICA,6,CRES,,,2,,,6,66.7
1/7/2021,Papilio thoas,COSTA RICA,20,CRES,,,2,,,20,90.0
1/7/2021,Parides arcas,COSTA RICA,22,CRES,,,4,,,22,81.8
1/7/2021,Parides iphidamas,COSTA RICA,19,CRES,,,,,,19,100.0
1/7/2021,Phoebis philea,COSTA RICA,8,CRES,,,,,,8,100.0
1/7/2021,Prepona omphale,COSTA RICA,15,CRES,,,14,,,15,6.7
1/7/2021,Siproeta epaphus,COSTA RICA,23,CRES,,,,,,23,100.0
1/7/2021,Siproeta stelenes,COSTA RICA,36,CRES,,,1,2,,36,91.7
1/7/2021,Tithorea tarricina,COSTA RICA,8,CRES,,,1,,,8,87.5
1/2/2021,Attacus atlas,PHILIPPINES,10,LPS,,,,,,10,100.0
1/2/2021,Cethosia cyane,THAILAND,40,LPS,,,,,,40,100.0
1/2/2021,Chilasa clytia,THAILAND,5,LPS,,,1,1,,5,60.0
1/2/2021,Doleschallia bisaltide,PHILIPPINES,35,LPS,,,,,,35,100.0
1/2/2021,Hebomoia glaucippe,PHILIPPINES,20,LPS,,,,,,20,100.0
1/2/2021,Idea leuconoe,USA,120,LPS,,,9,14,,120,80.8
1/2/2021,Morpho peleides,USA,50,LPS,,,,2,,50,96.0
1/2/2021,Papilio lowii,PHILIPPINES,40,LPS,,,1,,,40,97.5
1/2/2021,Papilio memnon,THAILAND,40,LPS,,,2,,,40,95.0
1/2/2021,Papilio nephelus,THAILAND,10,LPS,,,2,,,10,80.0
1/2/2021,Papilio rumanzovia,PHILIPPINES,20,LPS,,,1,,,20,95.0
1/2/2021,Parthenos sylvia lilacinus,THAILAND,100,LPS,,,22,23,,100,55.0
1/2/2021,Parthenos sylvia philippensis,PHILIPPINES,10,LPS,,,3,,,10,70.0
12/24/2020,Attacus atlas,THAILAND,20,LPS,,,,,,20,100.0
12/24/2020,Cethosia biblis,PHILIPPINES,10,LPS,,,,,,10,100.0
12/24/2020,Cethosia cyane,THAILAND,10,LPS,,,2,,,10,80.0
12/24/2020,Doleschallia bisaltide,PHILIPPINES,10,LPS,,,,,,10,100.0
12/24/2020,Graphium agamemnon,Philippines,50,LPS,,,1,,,50,98.0
12/24/2020,Hebomoia glaucippe,Philippines,60,LPS,,,,,,60,100.0
12/24/2020,Idea leuconoe,Philippines,90,LPS,,,15,15,,90,66.7
12/24/2020,Pachliopta kotzebuea,Philippines,10,LPS,,,,,,10,100.0
12/24/2020,Papilio lowii,PHILIPPINES,90,LPS,,,3,12,,90,83.3
12/24/2020,Papilio memnon,THAILAND,60,LPS,,,16,8,,60,60.0
12/24/2020,Papilio nephelus,THAILAND,10,LPS,,,3,,,10,70.0
12/24/2020,Papilio palinurus,Philippines,10,LPS,,,4,1,,10,50.0
12/24/2020,Papilio rumanzovia,Philippines,30,LPS,,,,,,30,100.0
12/24/2020,Parthenos sylvia lilacinus,THAILAND,30,LPS,,,5,,,30,83.3
12/24/2020,Parthenos sylvia philippensis,PHILIPPINES,5,LPS,,,,,,5,100.0
12/24/2020,Rothschildia lebeau,COSTA RICA,5,LPS,,,,,,5,100.0
12/24/2020,Caligo atreus,COSTA RICA,34,CRES,,,2,,,34,94.1
12/24/2020,Caligo memnon,COSTA RICA,103,CRES,,,2,8,,103,90.3
12/24/2020,Catonephele numilia,COSTA RICA,45,CRES,,,16,,,45,64.4
12/24/2020,Dryas iulia,COSTA RICA,35,CRES,,,15,,,35,57.1
12/24/2020,Dryadula phaetusa,COSTA RICA,50,CRES,,,,2,,50,96.0
12/24/2020,Eueides isabella,COSTA RICA,8,CRES,,,1,,,8,87.5
12/24/2020,Greta oto,COSTA RICA,31,CRES,,,8,,,31,74.2
12/24/2020,Hamadryas amphinome,COSTA RICA,30,CRES,,,2,,,30,93.3
12/24/2020,Hamadryas februa,COSTA RICA,15,CRES,,,,,,15,100.0
12/24/2020,Hamadryas laodamia,COSTA RICA,50,CRES,,,,,,50,100.0
12/24/2020,Heliconius charitonius,COSTA RICA,15,CRES,,,,,,15,100.0
12/24/2020,Heliconius erato,COSTA RICA,10,CRES,,,,,,10,100.0
12/24/2020,Heliconius hecale,COSTA RICA,62,CRES,,,16,,,62,74.2
12/24/2020,Heliconius ismenius,COSTA RICA,45,CRES,,,8,3,,45,75.6
12/24/2020,Heliconius melpomene,COSTA RICA,24,CRES,,,2,,,24,91.7
12/24/2020,Heliconius sara,COSTA RICA,15,CRES,,,1,,,15,93.3
12/24/2020,Hypna clytemnestra,COSTA RICA,53,CRES,,,26,5,,53,41.5
12/24/2020,Melinaea ethra,COSTA RICA,7,CRES,,,1,,,7,85.7
12/24/2020,Memphis eurypyle,COSTA RICA,10,CRES,,,7,,,10,30.0
12/24/2020,Morpho peleides,COSTA RICA,225,CRES,,,3,21,,225,89.3
12/24/2020,Opsiphanes tamarindi,COSTA RICA,10,CRES,,,,,,10,100.0
12/24/2020,Papilio thoas,COSTA RICA,71,CRES,,,12,3,,71,78.9
12/24/2020,Parides arcas,COSTA RICA,61,CRES,,,,2,,61,96.7
12/24/2020,Parides iphidamas,COSTA RICA,23,CRES,,,,2,,23,91.3
12/24/2020,Prepona omphale,COSTA RICA,13,CRES,,,11,,,13,15.4
12/24/2020,Siproeta epaphus,COSTA RICA,49,CRES,,,,1,,49,98.0
12/24/2020,Siproeta stelenes,COSTA RICA,66,CRES,,,,1,,66,98.5
12/18/2020,Attacus atlas,PHILIPPINES,10,LPS,,,,1,,10,90.0
12/18/2020,Cethosia cyane,USA,60,LPS,,,,,,60,100.0
12/18/2020,Doleschallia bisaltide,PHILIPPINES,10,LPS,,,2,1,,10,70.0
12/18/2020,Graphium agamemnon,PHILIPPINES,10,LPS,,,1,1,,10,80.0
12/18/2020,Graphium antheus,USA,20,LPS,,,8,,,20,60.0
12/18/2020,Graphium policenes,USA,10,LPS,,,,,,10,100.0
12/18/2020,Hebomoia glaucippe,PHILIPPINES,25,LPS,,,,4,,25,84.0
12/18/2020,Idea leuconoe,PHILIPPINES,90,LPS,,,,12,,90,86.7
12/18/2020,Ornithoptera priamus,USA,5,LPS,,,,,,5,100.0
12/18/2020,Papilio lowii,USA,90,LPS,,,7,1,,90,91.1
12/18/2020,Papilio memnon,THAILAND,60,LPS,,,7,,,60,88.3
12/18/2020,Papilio nephelus,THAILAND,10,LPS,,,9,,,10,10.0
12/18/2020,Papilio rumanzovia,PHILIPPINES,10,LPS,,,,,,10,100.0
12/18/2020,Parthenos sylvia lilacinus,USA,10,LPS,,,3,,,10,70.0
12/18/2020,Parthenos sylvia philippensis,USA,10,LPS,,,5,,,10,50.0
12/18/2020,Vindula dejone,MALAYSIA,20,LPS,,,5,4,,20,55.0
12/11/2020,Argema mimosae,KENYA,5,LPS,,,,,,5,100.0
12/11/2020,Attacus atlas,THAILAND,10,LPS,,,,,,10,100.0
12/11/2020,Cethosia biblis,PHILIPPINES,10,LPS,,,,,,10,100.0
12/11/2020,Cethosia cyane,THAILAND,10,LPS,,,1,,,10,90.0
12/11/2020,Charaxes cithaeron,KENYA,10,LPS,,,5,2,,10,30.0
12/11/2020,Charaxes lasti,KENYA,10,LPS,,,8,1,,10,10.0
12/11/2020,Charaxes protoclea,KENYA,10,LPS,,,5,1,,10,40.0
12/11/2020,Charaxes varanes,KENYA,2,LPS,,,,2,,2,0.0
12/11/2020,Doleschallia bisaltide,Philippines,10,LPS,,,,,,10,100.0
12/11/2020,Euxanthe wakefieldi,KENYA,10,LPS,,,3,1,,10,60.0
12/11/2020,Graphium agamemnon,PHILIPPINES,10,LPS,,,1,,,10,90.0
12/11/2020,Graphium angolanus,KENYA,16,LPS,,,,2,,16,87.5
12/11/2020,Graphium antheus,KENYA,30,LPS,,,9,2,,30,63.3
12/11/2020,Graphium policenes,KENYA,30,LPS,,,1,2,,30,90.0
12/11/2020,Hebomoia glaucippe,PHILIPPINES,10,LPS,,,1,,,10,90.0
12/11/2020,Hypolimnas monteironis,KENYA,30,LPS,,,,,,30,100.0
12/11/2020,Idea leuconoe,THAILAND,10,LPS,,,4,3,,10,30.0
12/11/2020,Pachliopta kotzebuea,PHILIPPINES,10,LPS,,,,,,10,100.0
12/11/2020,Papilio constantinus,KENYA,10,LPS,,,1,,,10,90.0
12/11/2020,Papilio dardanus,KENYA,30,LPS,,,3,2,,30,83.3
12/11/2020,Papilio demodocus,KENYA,10,LPS,,,1,1,,10,80.0
12/11/2020,Papilio lowii,Philippines,20,LPS,,,,2,,20,90.0
12/11/2020,Papilio memnon,THAILAND,20,LPS,,,2,3,,20,75.0
12/11/2020,Papilio nireus,KENYA,10,LPS,,,,,1,10,100.0
12/11/2020,Papilio ophidicephalus,KENYA,5,LPS,,,1,,,5,80.0
12/11/2020,Papilio rumanzovia,PHILIPPINES,15,LPS,,,,2,,15,86.7
12/11/2020,Parthenos sylvia lilacinus,THAILAND,10,LPS,,,2,2,,10,60.0
12/11/2020,Parthenos sylvia philippensis,PHILIPPINES,10,LPS,,,,,,10,100.0
12/11/2020,Salamis anacardii,KENYA,2,LPS,,,,,,2,100.0
12/11/2020,Salamis parhassus,KENYA,10,LPS,,,1,2,,10,70.0
12/11/2020,Vindula dejone,MALAYSIA,20,LPS,,,,,,20,100.0
12/10/2020,Battus belus,COSTA RICA,60,CRES,,,7,,,60,88.3
12/10/2020,Caligo atreus,COSTA RICA,25,CRES,,,4,2,,25,76.0
12/10/2020,Caligo memnon,COSTA RICA,118,CRES,,,11,14,,118,78.8
12/10/2020,Catonephele numilia,COSTA RICA,23,CRES,,,4,1,,23,78.3
12/10/2020,Dryas iulia,COSTA RICA,49,CRES,,,22,,,49,55.1
12/10/2020,Dryadula phaetusa,COSTA RICA,69,CRES,,6,49,,,63,22.2
12/10/2020,Greta oto,COSTA RICA,23,CRES,,,6,13,,23,17.4
12/10/2020,Hamadryas februa,COSTA RICA,3,CRES,,,3,,,3,0.0
12/10/2020,Hamadryas feronia,COSTA RICA,10,CRES,,,1,,,10,90.0
12/10/2020,Hamadryas laodamia,COSTA RICA,8,CRES,,,,,,8,100.0
12/10/2020,Heliconius charitonius,COSTA RICA,51,CRES,,,16,,,51,68.6
12/10/2020,Heliconius hecale,COSTA RICA,30,CRES,,,3,4,,30,76.7
12/10/2020,Heliconius hewitsoni,COSTA RICA,15,CRES,,,,,,15,100.0
12/10/2020,Heliconius ismenius,COSTA RICA,20,CRES,,,2,2,,20,80.0
12/10/2020,Heliconius sara,COSTA RICA,49,CRES,,,13,5,,49,63.3
12/10/2020,Hypna clytemnestra,COSTA RICA,33,CRES,,,18,,,33,45.5
12/10/2020,Mechanitis polymnia,COSTA RICA,40,CRES,,,33,,,40,17.5
12/10/2020,Memphis eurypyle,COSTA RICA,20,CRES,,,17,,,20,15.0
12/10/2020,Morpho peleides,COSTA RICA,226,CRES,,,21,10,,226,86.3
12/10/2020,Papilio thoas,COSTA RICA,85,CRES,,,3,5,,85,90.6
12/10/2020,Parides arcas,COSTA RICA,56,CRES,,,32,4,,56,35.7
12/10/2020,Siproeta epaphus,COSTA RICA,58,CRES,,,4,5,,58,84.5
12/10/2020,Siproeta stelenes,COSTA RICA,70,CRES,,,1,4,,70,92.9
12/4/2020,Attacus atlas,PHILIPPINES,5,LPS,,,,,,5,100.0
12/4/2020,Biblis hyperia,COLOMBIA,10,LPS,,,,3,,10,70.0
12/4/2020,Cethosia cyane,MALAYSIA,30,LPS,,,3,,,30,90.0
12/4/2020,Doleschallia bisaltide,PHILIPPINES,60,LPS,,,,,,60,100.0
12/4/2020,Graphium agamemnon,PHILIPPINES,10,LPS,,,,,,10,100.0
12/4/2020,Hebomoia glaucippe,THAILAND,30,LPS,,,,,,30,100.0
12/4/2020,Idea leuconoe,USA,100,LPS,,,1,18,,100,81.0
12/4/2020,Pachliopta aristolachiae,THAILAND,5,LPS,,,,,,5,100.0
12/4/2020,Pachliopta kotzebuea,PHILIPPINES,5,LPS,,,,,,5,100.0
12/4/2020,Papilio lowii,PHILIPPINES,20,LPS,,,4,3,,20,65.0
12/4/2020,Papilio memnon,THAILAND,40,LPS,,,,,,40,100.0
12/4/2020,Papilio nephelus,THAILAND,10,LPS,,,1,,,10,90.0
12/4/2020,Papilio rumanzovia,PHILIPPINES,10,LPS,,,,2,,10,80.0
12/4/2020,Parthenos sylvia lilacinus,USA,100,LPS,,,6,20,,100,74.0
12/4/2020,Parthenos sylvia philippensis,PHILIPPINES,20,LPS,,,,3,,20,85.0
11/27/2020,Cethosia cyane,THAILAND,50,LPS,,,,,,50,100.0
11/27/2020,Chilasa clytia,THAILAND,10,LPS,,,3,,,10,70.0
11/27/2020,Doleschallia bisaltide,Philippines,40,LPS,,,2,,,40,95.0
11/27/2020,Graphium agamemnon,PHILIPPINES,6,LPS,,,,,,6,100.0
11/27/2020,Hebomoia glaucippe,PHILIPPINES,40,LPS,,,,5,,40,87.5
11/27/2020,Idea leuconoe,PHILIPPINES,50,LPS,,,1,5,,50,88.0
11/27/2020,Pachliopta kotzebuea,PHILIPPINES,4,LPS,,,,,,4,100.0
11/27/2020,Papilio lowii,Philippines,50,LPS,,,,2,,50,96.0
11/27/2020,Papilio memnon,THAILAND,40,LPS,,,4,,,40,90.0
11/27/2020,Papilio nephelus,THAILAND,10,LPS,,,1,,,10,90.0
11/27/2020,Papilio rumanzovia,PHILIPPINES,50,LPS,,,4,1,,50,90.0
11/27/2020,Parthenos sylvia lilacinus,THAILAND,40,LPS,,,12,3,,40,62.5
11/27/2020,Parthenos sylvia philippensis,Philippines,10,LPS,,,2,2,,10,60.0
11/27/2020,Caligo atreus,COSTA RICA,25,CRES,,,,1,,25,96.0
11/27/2020,Caligo memnon,COSTA RICA,103,CRES,,,10,6,,103,84.5
11/27/2020,Catonephele numilia,COSTA RICA,59,CRES,,,,5,,59,91.5
11/27/2020,Dryas iulia,COSTA RICA,55,CRES,,,16,3,,55,65.5
11/27/2020,Dryadula phaetusa,COSTA RICA,6,CRES,,,1,,,6,83.3
11/27/2020,Eueides isabella,COSTA RICA,31,CRES,,,8,3,,31,64.5
11/27/2020,Greta oto,COSTA RICA,19,CRES,,,10,1,,19,42.1
11/27/2020,Hamadryas februa,COSTA RICA,6,CRES,,,2,,,6,66.7
11/27/2020,Hamadryas feronia,COSTA RICA,25,CRES,,,2,5,,25,72.0
11/27/2020,Heliconius erato,COSTA RICA,30,CRES,,,2,9,,30,63.3
11/27/2020,Heliconius hecale,COSTA RICA,72,CRES,,,21,5,,72,63.9
11/27/2020,Heliconius hewitsoni,COSTA RICA,14,CRES,,,,,,14,100.0
11/27/2020,Heliconius ismenius,COSTA RICA,21,CRES,,,12,,,21,42.9
11/27/2020,Heliconius melpomene,COSTA RICA,45,CRES,,,,3,,45,93.3
11/27/2020,Heliconius sara,COSTA RICA,15,CRES,,,4,1,,15,66.7
11/27/2020,Hypna clytemnestra,COSTA RICA,62,CRES,,,3,7,,62,83.9
11/27/2020,Mechanitis polymnia,COSTA RICA,14,CRES,,,4,,,14,71.4
11/27/2020,Memphis eurypyle,COSTA RICA,3,CRES,,,3,,,3,0.0
11/27/2020,Morpho peleides,COSTA RICA,228,CRES,,,15,7,,228,90.4
11/27/2020,Papilio thoas,COSTA RICA,67,CRES,,,,2,,67,97.0
11/27/2020,Parides arcas,COSTA RICA,60,CRES,,,2,3,,60,91.7
11/27/2020,Parides iphidamas,COSTA RICA,13,CRES,,,,,,13,100.0
11/27/2020,Prepona omphale,COSTA RICA,15,CRES,,,11,3,,15,6.7
11/27/2020,Siproeta epaphus,COSTA RICA,90,CRES,,,,12,,90,86.7
11/27/2020,Siproeta stelenes,COSTA RICA,65,CRES,,,,3,,65,95.4
11/27/2020,Tithorea tarricina,COSTA RICA,13,CRES,,,4,7,,13,15.4
11/20/2020,Attacus atlas,PHILIPPINES,10,LPS,,,,,,10,100.0
11/20/2020,Cethosia cyane,USA,30,LPS,,,2,1,,30,90.0
11/20/2020,Chilasa clytia,THAILAND,10,LPS,,,6,1,,10,30.0
11/20/2020,Doleschallia bisaltide,PHILIPPINES,10,LPS,,,,3,,10,70.0
11/20/2020,Graphium agamemnon,PHILIPPINES,10,LPS,,,1,4,,10,50.0
11/20/2020,Hebomoia glaucippe,USA,10,LPS,,,,1,,10,90.0
11/20/2020,Idea leuconoe,THAILAND,35,LPS,,,7,6,,35,62.9
11/20/2020,Morpho polyphemus,USA,5,LPS,,,,,,5,100.0
11/20/2020,Pachliopta kotzebuea,PHILIPPINES,5,LPS,,,,,,5,100.0
11/20/2020,Papilio lowii,PHILIPPINES,60,LPS,,,,,,60,100.0
11/20/2020,Papilio memnon,USA,30,LPS,,,1,,,30,96.7
11/20/2020,Papilio nephelus,USA,25,LPS,,,1,,,25,96.0
11/20/2020,Papilio nireus,USA,10,LPS,,,,,,10,100.0
11/20/2020,Papilio palinurus,PHILIPPINES,5,LPS,,,,,,5,100.0
11/20/2020,Papilio rumanzovia,PHILIPPINES,20,LPS,,,7,3,,20,50.0
11/20/2020,Parthenos sylvia lilacinus,USA,80,LPS,,,20,27,,80,41.3
11/20/2020,Parthenos sylvia philippensis,PHILIPPINES,10,LPS,,,3,3,,10,40.0
11/13/2020,Argema mimosae,KENYA,20,LPS,,,,1,,20,95.0
11/13/2020,Charaxes brutus,KENYA,5,LPS,,,3,1,,5,20.0
11/13/2020,Charaxes candiope,KENYA,5,LPS,,,5,,,5,0.0
11/13/2020,Charaxes castor,KENYA,5,LPS,,,,,,5,100.0
11/13/2020,Charaxes cithaeron,KENYA,10,LPS,,,10,,,10,0.0
11/13/2020,Charaxes lasti,KENYA,10,LPS,,,3,,,10,70.0
11/13/2020,Charaxes protoclea,KENYA,5,LPS,,,3,1,,5,20.0
11/13/2020,Charaxes varanes,KENYA,5,LPS,,,4,1,,5,0.0
11/13/2020,Doleschallia bisaltide,PHILIPPINES,10,LPS,,,1,2,,10,70.0
11/13/2020,Euxanthe wakefieldi,KENYA,10,LPS,,,5,,,10,50.0
11/13/2020,Graphium angolanus,KENYA,10,LPS,,,,,,10,100.0
11/13/2020,Graphium antheus,KENYA,10,LPS,,,,2,,10,80.0
11/13/2020,Hebomoia glaucippe,PHILIPPINES,10,LPS,,,,2,,10,80.0
11/13/2020,Hypolimnas monteironis,KENYA,50,LPS,,,2,20,,50,56.0
11/13/2020,Hypolimnas usambara,KENYA,10,LPS,,,6,3,,10,10.0
11/13/2020,Idea leuconoe,PHILIPPINES,10,LPS,,,5,8,,10,-30.0
11/13/2020,Pachliopta kotzebuea,Philippines,10,LPS,,,,,,10,100.0
11/13/2020,Papilio constantinus,KENYA,10,LPS,,,,,,10,100.0
11/13/2020,Papilio dardanus,KENYA,30,LPS,,,,2,,30,93.3
11/13/2020,Papilio demodocus,KENYA,14,LPS,,,1,7,,14,42.9
11/13/2020,Papilio lowii,Philippines,6,LPS,,,,4,,6,33.3
11/13/2020,Papilio nireus,KENYA,10,LPS,,,,1,,10,90.0
11/13/2020,Papilio rumanzovia,PHILIPPINES,10,LPS,,,,,,10,100.0
11/13/2020,Parthenos sylvia philippensis,Philippines,10,LPS,,,1,4,,10,50.0
11/13/2020,Salamis anacardii,KENYA,10,LPS,,,,2,,10,80.0
11/13/2020,Salamis parhassus,KENYA,5,LPS,,,,,,5,100.0
11/12/2020,Battus belus,COSTA RICA,10,CRES,,,,,,10,100.0
11/12/2020,Caligo atreus,COSTA RICA,20,CRES,,,1,1,,20,90.0
11/12/2020,Caligo memnon,COSTA RICA,140,CRES,,,9,1,,140,92.9
11/12/2020,Catonephele mexicana,COSTA RICA,20,CRES,,,3,3,,20,70.0
11/12/2020,Catonephele numilia,COSTA RICA,25,CRES,,,10,2,,25,52.0
11/12/2020,Dryas iulia,COSTA RICA,38,CRES,,,16,4,,38,47.4
11/12/2020,Dryadula phaetusa,COSTA RICA,29,CRES,,,8,5,,29,55.2
11/12/2020,Eueides isabella,COSTA RICA,14,CRES,,,3,1,,14,71.4
11/12/2020,Greta oto,COSTA RICA,11,CRES,,,2,1,,11,72.7
11/12/2020,Hamadryas amphinome,COSTA RICA,18,CRES,,,,1,,18,94.4
11/12/2020,Hamadryas februa,COSTA RICA,12,CRES,,,2,,,12,83.3
11/12/2020,Hamadryas feronia,COSTA RICA,37,CRES,,,2,3,,37,86.5
11/12/2020,Hamadryas laodamia,COSTA RICA,13,CRES,,,,1,,13,92.3
11/12/2020,Heliconius charitonius,COSTA RICA,45,CRES,,,13,4,,45,62.2
11/12/2020,Heliconius erato,COSTA RICA,21,CRES,,,,7,,21,66.7
11/12/2020,Heliconius hecale,COSTA RICA,47,CRES,,,2,9,,47,76.6
11/12/2020,Heliconius ismenius,COSTA RICA,32,CRES,,,,1,,32,96.9
11/12/2020,Heliconius melpomene,COSTA RICA,20,CRES,,,2,2,,20,80.0
11/12/2020,Heliconius sapho,COSTA RICA,10,CRES,,,,2,,10,80.0
11/12/2020,Heliconius sara,COSTA RICA,13,CRES,,,,3,,13,76.9
11/12/2020,Hypna clytemnestra,COSTA RICA,24,CRES,,,5,4,,24,62.5
11/12/2020,Mechanitis polymnia,COSTA RICA,2,CRES,,,,,,2,100.0
11/12/2020,Memphis eurypyle,COSTA RICA,10,CRES,,,7,2,,10,10.0
11/12/2020,Morpho peleides,COSTA RICA,225,CRES,,,3,9,,225,94.7
11/12/2020,Papilio thoas,COSTA RICA,59,CRES,,,2,4,,59,89.8
11/12/2020,Parides arcas,COSTA RICA,60,CRES,,,,,,60,100.0
11/12/2020,Phoebis philea,COSTA RICA,5,CRES,,,,,,5,100.0
11/12/2020,Prepona omphale,COSTA RICA,19,CRES,,,14,1,,19,21.1
11/12/2020,Siproeta epaphus,COSTA RICA,37,CRES,,,,3,,37,91.9
11/12/2020,Siproeta stelenes,COSTA RICA,58,CRES,,,,6,,58,89.7
11/12/2020,Tithorea tarricina,COSTA RICA,63,CRES,,,6,4,,63,84.1
11/5/2020,Argema mimosae,USA,10,LPS,,,,,,10,100.0
11/5/2020,Attacus atlas,PHILIPPINES,10,LPS,,,,,,10,100.0
11/5/2020,Cethosia cyane,THAILAND,60,LPS,,,,,,60,100.0
11/5/2020,Charaxes brutus,USA,6,LPS,,,,,,6,100.0
11/5/2020,Charaxes cithaeron,USA,25,LPS,,,,,,25,100.0
11/5/2020,Charaxes lasti,USA,3,LPS,,,,,,3,100.0
11/5/2020,Chilasa clytia,THAILAND,10,LPS,,,,,,10,100.0
11/5/2020,Doleschallia bisaltide,PHILIPPINES,4,LPS,,,,,,4,100.0
11/5/2020,Graphium agamemnon,PHILIPPINES,10,LPS,,,,,,10,100.0
11/5/2020,Hebomoia glaucippe,PHILIPPINES,10,LPS,,,,,,10,100.0
11/5/2020,Heliconius hecale,BELIZE,10,LPS,,,,2,,10,80.0
11/5/2020,Idea leuconoe,THAILAND,60,LPS,,,6,2,,60,86.7
11/5/2020,Pachliopta kotzebuea,PHILIPPINES,3,LPS,,,,,,3,100.0
11/5/2020,Papilio memnon,THAILAND,20,LPS,,,,,,20,100.0
11/5/2020,Papilio palinurus,PHILIPPINES,7,LPS,,,,,,7,100.0
11/5/2020,Papilio rumanzovia,PHILIPPINES,21,LPS,,,,,,21,100.0
