Date,Species,Origin,Quantity,Supplier,EmergedEarly,DOA,FTE,W,Parasite,NumberGlued,PecentEmergence
6/6/2019,Parides iphidamas,Costa Rica ,30,CRES,,,,2,,30,93.3
6/6/2019,Phoebis philea,Costa Rica ,3,CRES,,,,,,3,100.0
6/6/2019,Prepona omphale,Costa Rica ,30,CRES,,,15,1,,30,46.7
6/6/2019,Rothschildea lebeau,Costa Rica ,10,CRES,,,,,,10,100.0
6/6/2019,Siproeta stelenes,Costa Rica ,71,CRES,,,,1,,71,98.6
6/1/2019,Cethosia cyane,MALAYSIA,8,LPS,,,,,,8,100.0
6/1/2019,Charaxes brutus,KENYA,10,LPS,,,,,,10,100.0
6/1/2019,Charaxes castor,KENYA,7,LPS,,,,,,7,100.0
6/1/2019,Charaxes cithaeron,KENYA,6,LPS,,,,,,6,100.0
6/1/2019,Charaxes protoclea,KENYA,1,LPS,,,,,,1,100.0
6/1/2019,Charaxes varanes,KENYA,15,LPS,,,3,3,,15,60.0
6/1/2019,Chilasa clytia,THAILAND,10,LPS,,,4,,,10,60.0
6/1/2019,Doleschallia bisaltide,PHILIPPINES,9,LPS,,,,2,,9,77.8
6/1/2019,Graphium angolanus,KENYA,1,LPS,,,,,,1,100.0
6/1/2019,Graphium colonna,KENYA,1,LPS,,,,,,1,100.0
6/1/2019,Hebomoia glaucippe,THAILAND,9,LPS,,,1,1,,9,77.8
6/1/2019,Papilio demodocus,KENYA,17,LPS,,,,2,,17,88.2
6/1/2019,Papilio lowii,PHILIPPINES,17,LPS,,,1,,,17,94.1
6/1/2019,Papilio ophidicephalus,KENYA,10,LPS,,,3,,,10,70.0
6/1/2019,Papilio palinurus,PHILIPPINES,18,LPS,,,1,,,18,94.4
6/1/2019,Parthenos sylvia lilacinus,THAILAND,14,LPS,,,,3,,14,78.6
6/1/2019,Parthenos sylvia philippensis,PHILIPPINES,4,LPS,,,1,,,4,75.0
6/1/2019,Parthenos sylvia violaceae,MALAYSIA,8,LPS,,,,1,,8,87.5
5/31/2019,Caligo memnon,Costa Rica,17,CRES,,,1,1,,17,88.2
5/31/2019,Catonephele numilia,Costa Rica,68,CRES,,,5,13,,68,73.5
5/31/2019,Dione juno,Costa Rica,10,CRES,,,2,,,10,80.0
5/31/2019,Dryas iulia,Costa Rica,48,CRES,,,13,8,,48,56.3
5/31/2019,Dryadula phaetusa,Costa Rica,10,CRES,,,3,2,,10,50.0
5/31/2019,Greta oto,Costa Rica,20,CRES,,,,,,20,100.0
5/31/2019,Hamadryas amphinome,Costa Rica,10,CRES,,,1,,,10,90.0
5/31/2019,Heliconius charitonius,Costa Rica,34,CRES,,,6,3,,34,73.5
5/31/2019,Heliconius cydno,Costa Rica,10,CRES,,,3,6,,10,10.0
5/31/2019,Heliconius doris,Costa Rica,37,CRES,,,5,1,,37,83.8
5/31/2019,Heliconius hecale,Costa Rica,72,CRES,,,9,4,,72,81.9
5/31/2019,Heliconius hewitsoni,Costa Rica,45,CRES,,,11,4,,45,66.7
5/31/2019,Heliconius melpomene,Costa Rica,27,CRES,,,1,,,27,96.3
5/31/2019,Heliconius sara,Costa Rica,26,CRES,,,1,4,,26,80.8
5/31/2019,Hypna clytemnestra,Costa Rica,31,CRES,,,17,,,31,45.2
5/31/2019,Memphis eurypyle,Costa Rica,10,CRES,,,3,3,,10,40.0
5/31/2019,Morpho peleides,Costa Rica,148,CRES,,,9,30,,148,73.6
5/31/2019,Papilio thoas,Costa Rica,47,CRES,,,7,2,,47,80.9
5/31/2019,Parides arcas,Costa Rica,10,CRES,,,,,,10,100.0
5/31/2019,Parides iphidamas,Costa Rica,5,CRES,,,1,,,5,80.0
5/31/2019,Phoebis philea,Costa Rica,10,CRES,,,,,,10,100.0
5/31/2019,Prepona omphale,Costa Rica,15,CRES,,,9,4,,15,13.3
5/31/2019,Siproeta epaphus,Costa Rica,10,CRES,,,1,2,,10,70.0
5/31/2019,Siproeta stelenes,Costa Rica,39,CRES,,,,,,39,100.0
5/25/2019,Cethosia biblis,PHILIPPINES,4,LPS,,,,1,,4,75.0
5/25/2019,Cethosia cyane,MALAYSIA,60,LPS,,,7,1,,60,86.7
5/25/2019,Chilasa clytia,THAILAND,10,LPS,,,1,,,10,90.0
5/25/2019,Doleschallia bisaltide,PHILIPPINES,1,LPS,,,,3,,1,-200.0
5/25/2019,Graphium agamemnon,PHILIPPINES,1,LPS,,,1,,,1,0.0
5/25/2019,Idea leuconoe,PHILIPPINES,1,LPS,,,1,,,1,0.0
5/25/2019,Morpho peleides,BELIZE,50,LPS,,,,,,50,100.0
5/25/2019,Papilio lowii,PHILIPPINES,10,LPS,,,1,,,10,90.0
5/25/2019,Papilio memnon,THAILAND,15,LPS,,,,,,15,100.0
5/25/2019,Papilio palinurus,PHILIPPINES,15,LPS,,,1,3,,15,73.3
5/25/2019,Papilio rumanzovia,PHILIPPINES,2,LPS,,,,1,,2,50.0
5/25/2019,Parthenos sylvia lilacinus,THAILAND,6,LPS,,,2,,,6,66.7
5/25/2019,Parthenos sylvia philippensis,PHILIPPINES,7,LPS,,,2,1,,7,57.1
5/25/2019,Parthenos sylvia violaceae,MALAYSIA,14,LPS,,,,,,14,100.0
5/24/2019,Adelpha fessonia,Costa Rica,10,CRES,,,,,,10,100.0
5/24/2019,Catonephele numilia,Costa Rica,15,CRES,,,1,2,,15,80.0
5/24/2019,Colobura dirce,Costa Rica,20,CRES,,,5,1,,20,70.0
5/24/2019,Dryadula phaetusa,Costa Rica,6,CRES,,,1,,,6,83.3
5/24/2019,Dryas iulia,Costa Rica,50,CRES,8,3,8,,,39,79.5
5/24/2019,Eryphanis polyxena,Costa Rica,3,CRES,,,,,,3,100.0
5/24/2019,Greta oto,Costa Rica,13,CRES,,,,2,,13,84.6
5/24/2019,Hamadryas februa,Costa Rica,15,CRES,6,,,,,9,100.0
5/24/2019,Heliconius charitonius,Costa Rica,23,CRES,2,,,,,21,100.0
5/24/2019,Heliconius cydno,Costa Rica,20,CRES,2,,5,2,,18,61.1
5/24/2019,Heliconius doris,Costa Rica,50,CRES,,,12,11,,50,54.0
5/24/2019,Heliconius hecale,Costa Rica,75,CRES,3,3,9,8,,69,75.4
5/24/2019,Heliconius hewitsoni,Costa Rica,52,CRES,2,,7,1,,50,84.0
5/24/2019,Heliconius melpomene,Costa Rica,58,CRES,,,7,,,58,87.9
5/24/2019,Heliconius sara,Costa Rica,24,CRES,,,4,1,,24,79.2
5/24/2019,Hypna clytemnestra,Costa Rica,22,CRES,,,,,,22,100.0
5/24/2019,Mechanitis polymnia,Costa Rica,20,CRES,1,1,1,2,,18,83.3
5/24/2019,Morpho peleides,Costa Rica,150,CRES,,,1,7,,150,94.7
5/24/2019,Myselia ethusa,Costa Rica,10,CRES,3,,2,,,7,71.4
5/24/2019,Papilio thoas,Costa Rica,27,CRES,,,3,,,27,88.9
5/24/2019,Parides arcas,Costa Rica,10,CRES,,,,,,10,100.0
5/24/2019,Phoebis sennae,Costa Rica,10,CRES,,,,,,10,100.0
5/24/2019,Prepona omphale,Costa Rica,23,CRES,,,7,2,,23,60.9
5/24/2019,Rothschildea lebeau,Costa Rica,10,CRES,,,,,,10,100.0
5/24/2019,Siproeta stelenes,Costa Rica,25,CRES,1,,,1,,24,95.8
5/24/2019,Tithorea tarricina,Costa Rica,18,CRES,,,5,,,18,72.2
5/17/2019,Cethosia cyane,MALAYSIA,50,LPS,,,2,2,,50,92.0
5/17/2019,Charaxes cithaeron,KENYA,10,LPS,,,1,,,10,90.0
5/17/2019,Chilasa clytia,THAILAND,10,LPS,,,5,,,10,50.0
5/17/2019,Hebomoia glaucippe,THAILAND,10,LPS,,,,,,10,100.0
5/17/2019,Papilio demodocus,KENYA,15,LPS,,,1,,,15,93.3
5/17/2019,Papilio lowii,PHILIPPINES,10,LPS,,,3,,,10,70.0
5/17/2019,Papilio memnon,THAILAND,13,LPS,,,1,1,,13,84.6
5/17/2019,Papilio palinurus,PHILIPPINES,10,LPS,,,1,1,,10,80.0
5/17/2019,Papilio rumanzovia,PHILIPPINES,20,LPS,,,,1,,20,95.0
5/17/2019,Parthenos sylvia lilacinus,THAILAND,10,LPS,,,,,,10,100.0
5/17/2019,Parthenos sylvia philippensis,PHILIPPINES,10,LPS,,,,1,,10,90.0
5/16/2019,Adelpha fessonia,Costa Rica,11,CRES,,,3,2,,11,54.5
5/16/2019,Caligo eurilochus,Costa Rica,38,CRES,,,3,,,38,92.1
5/16/2019,Catonephele numilia,Costa Rica,55,CRES,,,6,7,,55,76.4
5/16/2019,Dryadula phaetusa,Costa Rica,6,CRES,,,2,1,,6,50.0
5/16/2019,Dryas iulia,Costa Rica,28,CRES,,,3,2,,28,82.1
5/16/2019,Eryphanis polyxena,Costa Rica,6,CRES,,,,1,,6,83.3
5/16/2019,Greta oto,Costa Rica,15,CRES,,,,1,,15,93.3
5/16/2019,Hamadryas laodamia,Costa Rica,11,CRES,,,,,,11,100.0
5/16/2019,Heliconius charitonius,Costa Rica,40,CRES,,,,2,,40,95.0
5/16/2019,Heliconius doris,Costa Rica,80,CRES,,,55,2,,80,28.8
5/16/2019,Heliconius hecale,Costa Rica,30,CRES,,,10,2,,30,60.0
5/16/2019,Heliconius hewitsoni,Costa Rica,50,CRES,1,,4,,,49,91.8
5/16/2019,Heliconius ismenius,Costa Rica,12,CRES,,,3,1,,12,66.7
5/16/2019,Heliconius sara,Costa Rica,27,CRES,,,7,2,,27,66.7
5/16/2019,Hypna clytemnestra,Costa Rica,38,CRES,,,13,4,,38,55.3
5/16/2019,Morpho peleides,Costa Rica,138,CRES,,,7,7,,138,89.9
5/16/2019,Myselia ethusa,Costa Rica,10,CRES,,,,2,,10,80.0
5/16/2019,Papilio thoas,Costa Rica,59,CRES,,,5,5,,59,83.1
5/16/2019,Prepona omphale,Costa Rica,15,CRES,,,14,,,15,6.7
5/16/2019,Rothschildea lebeau,Costa Rica,10,CRES,,,,,,10,100.0
5/16/2019,Siproeta epaphus,Costa Rica,60,CRES,,,,1,,60,98.3
5/16/2019,Siproeta stelenes,Costa Rica,20,CRES,,,1,,,20,95.0
5/10/2019,Hebomoia glaucippe,PHILIPPINES,10,LPS,,,1,3,,10,60.0
5/10/2019,Idea leuconoe,PHILIPPINES,10,LPS,,,2,1,,10,70.0
5/10/2019,Pachliopta kotzebuea,PHILIPPINES,10,LPS,,,1,,,10,90.0
5/10/2019,Papilio lowii,PHILIPPINES,30,LPS,,,1,1,,30,93.3
5/10/2019,Papilio memnon,THAILAND,20,LPS,,,,3,,20,85.0
5/10/2019,Papilio nephelus,THAILAND,10,LPS,,,,1,,10,90.0
5/10/2019,Papilio palinurus,PHILIPPINES,25,LPS,,,2,2,,25,84.0
5/10/2019,Papilio rumanzovia,PHILIPPINES,20,LPS,,,4,,,20,80.0
5/10/2019,Parthenos sylvia lilacinus,THAILAND,15,LPS,,,,1,,15,93.3
5/10/2019,Parthenos sylvia philippensis,PHILIPPINES,5,LPS,,,2,,,5,60.0
5/10/2019,Cethosia cyane,THAILAND,40,LPS,,,,2,,40,95.0
5/10/2019,Chilasa clytia,THAILAND,5,LPS,,,,,,5,100.0
5/10/2019,Doleschallia bisaltide,PHILIPPINES,20,LPS,,,1,,,20,95.0
5/9/2019,Anteos clorinde,Costa Rica,7,CRES,,,,1,,7,85.7
5/9/2019,Ascia limona,Costa Rica,10,CRES,,,,,,10,100.0
5/9/2019,Caligo memnon,Costa Rica,81,CRES,,,8,7,,81,81.5
5/9/2019,Catonephele numilia,Costa Rica,16,CRES,,,1,1,,16,87.5
5/9/2019,Colobura dirce,Costa Rica,20,CRES,,,11,4,,20,25.0
5/9/2019,Dryas iulia,Costa Rica,61,CRES,,,21,6,,61,55.7
5/9/2019,Dryadula phaetusa,Costa Rica,25,CRES,,,3,3,,25,76.0
5/9/2019,Eryphanis polyxena,Costa Rica,7,CRES,,,,,,7,100.0
5/9/2019,Eueides isabella,Costa Rica,6,CRES,,,,,,6,100.0
5/9/2019,Greta oto,Costa Rica,10,CRES,,,,,,10,100.0
5/9/2019,Hamadryas februa,Costa Rica,9,CRES,,,6,,,9,33.3
5/9/2019,Hamadryas laodamia,Costa Rica,15,CRES,,,4,1,,15,66.7
5/9/2019,Heliconius charitonius,Costa Rica,23,CRES,,,2,3,,23,78.3
5/9/2019,Heliconius cydno,Costa Rica,23,CRES,,,8,7,,23,34.8
5/9/2019,Heliconius hecale,Costa Rica,20,CRES,,,7,4,,20,45.0
5/9/2019,Heliconius hewitsoni,Costa Rica,10,CRES,,,7,2,,10,10.0
5/9/2019,Heliconius ismenius,Costa Rica,6,CRES,,,2,,,6,66.7
5/9/2019,Heliconius melpomene,Costa Rica,36,CRES,,,7,4,,36,69.4
5/9/2019,Heliconius sara,Costa Rica,36,CRES,,,8,1,,36,75.0
5/9/2019,Hypna clytemnestra,Costa Rica,39,CRES,,,11,6,,39,56.4
5/9/2019,Memphis eurypyle,Costa Rica,6,CRES,,,2,5,,6,-16.7
5/9/2019,Morpho peleides,Costa Rica,138,CRES,,,9,22,,138,77.5
5/9/2019,Opsiphanes cassina,Costa Rica,3,CRES,,,,1,,3,66.7
5/9/2019,Papilio thoas,Costa Rica,69,CRES,,,4,6,,69,85.5
5/9/2019,Parides arcas,Costa Rica,8,CRES,,,,2,,8,75.0
5/9/2019,Parides iphidamas,Costa Rica,17,CRES,,,2,,,17,88.2
5/9/2019,Phoebis philea,Costa Rica,6,CRES,,,,,,6,100.0
5/9/2019,Prepona omphale,Costa Rica,15,CRES,,,14,,,15,6.7
5/9/2019,Siproeta epaphus,Costa Rica,25,CRES,,,5,6,,25,56.0
5/9/2019,Siproeta stelenes,Costa Rica,12,CRES,,,,1,,12,91.7
5/3/2019,Cethosia cyane,THAILAND,70,LPS,,,1,,,70,98.6
5/3/2019,Charaxes cithaeron,USA,9,LPS,,,1,1,,9,77.8
5/3/2019,Chilasa clytia,THAILAND,20,LPS,,,,,,20,100.0
5/3/2019,Doleschallia bisaltide,PHILIPPINES,1,LPS,,,,,,1,100.0
5/3/2019,Graphium agamemnon,PHILIPPINES,10,LPS,,,3,,,10,70.0
5/3/2019,Hebomoia glaucippe,PHILIPPINES,10,LPS,,,1,,,10,90.0
5/3/2019,Papilio lowii,PHILIPPINES,20,LPS,,,,1,,20,95.0
5/3/2019,Papilio memnon,THAILAND,15,LPS,,,6,,,15,60.0
5/3/2019,Papilio palinurus,PHILIPPINES,10,LPS,,,2,,,10,80.0
5/3/2019,Papilio rumanzovia,PHILIPPINES,13,LPS,,,,1,,13,92.3
5/3/2019,Parthenos sylvia lilacinus,THAILAND,10,LPS,,,,4,,10,60.0
5/3/2019,Parthenos sylvia violaceae,USA,20,LPS,,,4,,,20,80.0
5/2/2019,Caligo memnon,Costa Rica,31,CRES,,,1,5,,31,80.6
5/2/2019,Catonephele numilia,Costa Rica,39,CRES,1,,3,3,,38,84.2
5/2/2019,Colobura dirce,Costa Rica,16,CRES,,,3,5,,16,50.0
5/2/2019,Dryadula phaetusa,Costa Rica,17,CRES,,,9,2,,17,35.3
5/2/2019,Dryas iulia,Costa Rica,64,CRES,5,,17,12,,59,50.8
5/2/2019,Greta oto,Costa Rica,15,CRES,,,1,,,15,93.3
5/2/2019,Hamadryas februa,Costa Rica,10,CRES,2,,4,1,,8,37.5
5/2/2019,Hamadryas laodamia,Costa Rica,10,CRES,5,,,1,,5,80.0
5/2/2019,Heliconius charitonius,Costa Rica,23,CRES,,,2,2,,23,82.6
5/2/2019,Heliconius cydno,Costa Rica,18,CRES,,,6,8,,18,22.2
5/2/2019,Heliconius doris,Costa Rica,30,CRES,,,24,,,30,20.0
5/2/2019,Heliconius hecale,Costa Rica,45,CRES,,,16,8,,45,46.7
5/2/2019,Heliconius ismenius,Costa Rica,23,CRES,,,13,5,,23,21.7
5/2/2019,Heliconius melpomene,Costa Rica,23,CRES,1,,5,,,22,77.3
5/2/2019,Heliconius sara,Costa Rica,2,CRES,1,,4,3,,1,-600.0
5/2/2019,Hypna clytemnestra,Costa Rica,30,CRES,,,8,1,,30,70.0
5/2/2019,Morpho peleides,Costa Rica,150,CRES,,,11,16,,150,82.0
5/2/2019,Myselia ethusa,Costa Rica,45,CRES,,,9,4,,45,71.1
5/2/2019,Papilio thoas,Costa Rica,51,CRES,,,2,6,,51,84.3
5/2/2019,Parides arcas,Costa Rica,6,CRES,,,,2,,6,66.7
5/2/2019,Phoebis philea,Costa Rica,4,CRES,,,,,,4,100.0
5/2/2019,Phoebis sennae,Costa Rica,10,CRES,,,2,2,,10,60.0
5/2/2019,Siproeta epaphus,Costa Rica,36,CRES,,,,2,,36,94.4
5/2/2019,Siproeta stelenes,Costa Rica,62,CRES,,,1,3,,62,93.5
4/26/2019,Atrophaneura semperi,PHILIPPINES,5,LPS,,,4,,,5,20.0
4/26/2019,Cethosia biblis,PHILIPPINES,10,LPS,,,,,,10,100.0
4/26/2019,Cethosia cyane,THAILAND,30,LPS,,,,1,,30,96.7
4/26/2019,Chilasa clytia,THAILAND,10,LPS,,,,,,10,100.0
4/26/2019,Doleschallia bisaltide,PHILIPPINES,10,LPS,,,1,,,10,90.0
4/26/2019,Graphium agamemnon,PHILIPPINES,15,LPS,,,,6,,15,60.0
4/26/2019,Hebomoia glaucippe,PHILIPPINES,10,LPS,,,,2,,10,80.0
4/26/2019,Idea leuconoe,THAILAND,10,LPS,,,8,1,,10,10.0
4/26/2019,Pachliopta kotzebuea,PHILIPPINES,10,LPS,,,,2,,10,80.0
4/26/2019,Papilio lowii,PHILIPPINES,30,LPS,,,,4,,30,86.7
4/26/2019,Papilio memnon,THAILAND,25,LPS,,,,1,,25,96.0
4/26/2019,Papilio palinurus,PHILIPPINES,20,LPS,,,1,,,20,95.0
4/26/2019,Papilio rumanzovia,PHILIPPINES,15,LPS,,,,1,,15,93.3
4/26/2019,Parthenos sylvia lilacinus,THAILAND,10,LPS,,,,2,,10,80.0
4/26/2019,Parthenos sylvia philippensis,PHILIPPINES,10,LPS,,,3,,,10,70.0
4/25/2019,Ascia limona,Costa Rica,10,CRES,,,,,,10,100.0
4/25/2019,Caligo memnon,Costa Rica,73,CRES,,,5,1,,73,91.8
4/25/2019,Catonephele numilia,Costa Rica,85,CRES,,,15,,,85,82.4
4/25/2019,Colobura dirce,Costa Rica,14,CRES,,,5,1,,14,57.1
4/25/2019,Dryas iulia,Costa Rica,20,CRES,,,6,1,,20,65.0
4/25/2019,Eryphanis polyxena,Costa Rica,10,CRES,,,,,,10,100.0
4/25/2019,Hamadryas februa,Costa Rica,5,CRES,,,,,,5,100.0
4/25/2019,Heliconius charitonius,Costa Rica,23,CRES,,,2,1,,23,87.0
4/25/2019,Heliconius cydno,Costa Rica,68,CRES,,,15,,,68,77.9
4/25/2019,Heliconius doris,Costa Rica,61,CRES,,,1,1,,61,96.7
4/25/2019,Heliconius erato,Costa Rica,6,CRES,,,,3,,6,50.0
4/25/2019,Heliconius hecale,Costa Rica,36,CRES,,,5,5,,36,72.2
4/25/2019,Heliconius hewitsoni,Costa Rica,10,CRES,1,,4,,,9,55.6
4/25/2019,Heliconius ismenius,Costa Rica,34,CRES,,,9,1,,34,70.6
4/25/2019,Heliconius melpomene,Costa Rica,42,CRES,1,,4,,1,41,90.2
4/25/2019,Heliconius sara,Costa Rica,22,CRES,,,5,,,22,77.3
4/25/2019,Hypna clytemnestra,Costa Rica,16,CRES,,,1,4,,16,68.8
4/25/2019,Memphis eurypyle,Costa Rica,9,CRES,,,6,,,9,33.3
4/25/2019,Morpho peleides,Costa Rica,77,CRES,,,,3,,77,96.1
4/25/2019,Myscelia ethusa,Costa Rica,10,CRES,,,3,1,,10,60.0
4/25/2019,Papilio thoas,Costa Rica,23,CRES,,,2,,,23,91.3
4/25/2019,Parides iphidamas,Costa Rica,10,CRES,,,,,,10,100.0
4/25/2019,Phoebis sennae,Costa Rica,13,CRES,,,,,,13,100.0
4/25/2019,Prepona omphale,Costa Rica,4,CRES,,,,,,4,100.0
4/25/2019,Rothschildia lebeau,Costa Rica,10,CRES,,,,,,10,100.0
4/25/2019,Siproeta stelenes,Costa Rica,68,CRES,,,,,,68,100.0
4/19/2019,Attacus atlas,USA,5,LPS,,,,,,5,100.0
4/19/2019,Caligo uranus,USA,7,LPS,,,,,,7,100.0
4/19/2019,Cethosia biblis,PHILIPPINES,10,LPS,,,1,,,10,90.0
4/19/2019,Cethosia cyane,USA,25,LPS,,,,,,25,100.0
4/19/2019,Chilasa clytia,THAILAND,10,LPS,,,,,,10,100.0
4/19/2019,Doleschallia bisaltide,PHILIPPINES,10,LPS,,,,1,,10,90.0
4/19/2019,Graphium agamemnon,PHILIPPINES,5,LPS,,,,1,,5,80.0
4/19/2019,Hebomoia glaucippe,PHILIPPINES,10,LPS,,,1,,,10,90.0
4/19/2019,Idea leuconoe,PHILIPPINES,10,LPS,,,2,,,10,80.0
4/19/2019,Pachliopta kotzebuea,PHILIPPINES,4,LPS,,,,,,4,100.0
4/19/2019,Papilio lowii,PHILIPPINES,25,LPS,,,1,4,,25,80.0
4/19/2019,Papilio memnon,THAILAND,20,LPS,,,,6,,20,70.0
4/19/2019,Papilio palinurus,USA,10,LPS,,,1,2,,10,70.0
4/19/2019,Papilio rumanzovia,USA,15,LPS,,,5,3,,15,46.7
4/19/2019,Parthenos sylvia lilacinus,THAILAND,15,LPS,,,1,1,,15,86.7
4/19/2019,Parthenos sylvia philippensis,PHILIPPINES,4,LPS,,,,,,4,100.0
4/19/2019,Parthenos sylvia violaceae,MALAYSIA,20,LPS,,,5,,,20,75.0
4/19/2019,Troides rhadamantus,PHILIPPINES,15,LPS,,,1,,,15,93.3
4/18/2019,Caligo memnon,Costa Rica,69,CRES,,,,1,,69,98.6
4/18/2019,Catonephele numilia,Costa Rica,47,CRES,,,,8,,47,83.0
4/18/2019,Dryadula phaetusa,Costa Rica,11,CRES,,,,,,11,100.0
4/18/2019,Dryas iulia,Costa Rica,47,CRES,,,,2,,47,95.7
4/18/2019,Eryphanis polyxena,Costa Rica,5,CRES,,,,,,5,100.0
4/18/2019,Eueides isabella,Costa Rica,27,CRES,,,12,,,27,55.6
4/18/2019,Greta oto,Costa Rica,6,CRES,,,,,,6,100.0
4/18/2019,Hamadryas februa,Costa Rica,7,CRES,,,,,,7,100.0
4/18/2019,Heliconius charitonius,Costa Rica,25,CRES,,,3,2,,25,80.0
4/18/2019,Heliconius doris,Costa Rica,50,CRES,,,19,15,,50,32.0
4/18/2019,Heliconius hecale,Costa Rica,50,CRES,,,5,4,,50,82.0
4/18/2019,Heliconius hewitsoni,Costa Rica,10,CRES,,,1,,,10,90.0
4/18/2019,Heliconius melpomene,Costa Rica,55,CRES,,,20,1,,55,61.8
4/18/2019,Heliconius sara,Costa Rica,20,CRES,,,,3,,20,85.0
4/18/2019,Hypna clytemnestra,Costa Rica,34,CRES,,,2,2,,34,88.2
4/18/2019,Memphis eurypyle,Costa Rica,15,CRES,,,2,,,15,86.7
4/18/2019,Morpho peleides,Costa Rica,138,CRES,1,,47,12,,137,56.9
4/18/2019,Opsiphanes tamarindi,Costa Rica,10,CRES,,,1,,,10,90.0
4/18/2019,Papilio thoas,Costa Rica,20,CRES,,,,1,,20,95.0
4/18/2019,Parides arcas,Costa Rica,7,CRES,,,,,,7,100.0
4/18/2019,Parides iphidamas,Costa Rica,14,CRES,,,,,,14,100.0
4/18/2019,Prepona omphale,Costa Rica,10,CRES,,,2,4,,10,40.0
4/18/2019,Rothschildea lebeau,Costa Rica,5,CRES,,,,,,5,100.0
4/18/2019,Siproeta epaphus,Costa Rica,30,CRES,,,2,1,,30,90.0
4/18/2019,Siproeta stelenes,Costa Rica,40,CRES,,,2,5,,40,82.5
4/18/2019,Tithorea tarricina,Costa Rica,7,CRES,,,1,1,,7,71.4
4/12/2019,Cethosia biblis,PHILIPPINES,10,LPS,,,1,2,,10,70.0
4/12/2019,Cethosia cyane,THAILAND,30,LPS,,,1,,,30,96.7
4/12/2019,Charaxes castor,KENYA,5,LPS,,,,,,5,100.0
4/12/2019,Charaxes cithaeron,KENYA,10,LPS,,2,5,1,,8,25.0
4/12/2019,Chilasa clytia,THAILAND,10,LPS,,,,,,10,100.0
4/12/2019,Doleschallia bisaltide,MALAYSIA,20,LPS,,,2,1,,20,85.0
4/12/2019,Euxanthe wakefieldi,KENYA,5,LPS,,,4,,,5,20.0
4/12/2019,Hebomoia glaucippe,PHILIPPINES,10,LPS,,,,2,,10,80.0
4/12/2019,Idea leuconoe,THAILAND,10,LPS,,,7,1,,10,20.0
4/12/2019,Papilio dardanus,KENYA,5,LPS,,,,,,5,100.0
4/12/2019,Papilio lowii,PHILIPPINES,20,LPS,,,,2,,20,90.0
4/12/2019,Papilio memnon,THAILAND,10,LPS,,,,,,10,100.0
4/12/2019,Papilio palinurus,PHILIPPINES,20,LPS,,,,,,20,100.0
4/12/2019,Papilio rumanzovia,PHILIPPINES,10,LPS,,,1,,,10,90.0
4/12/2019,Parthenos sylvia lilacinus,THAILAND,10,LPS,,,3,1,,10,60.0
4/12/2019,Parthenos sylvia philippensis,PHILIPPINES,10,LPS,,,,1,,10,90.0
4/12/2019,Parthenos sylvia violaceae,MALAYSIA,10,LPS,,,1,5,,10,40.0
4/12/2019,Troides rhadamantus,PHILIPPINES,10,LPS,,,,,,10,100.0
4/11/2019,Anteos clorinde,Costa Rica,6,CRES,,,,,,6,100.0
4/11/2019,Ascia limona,Costa Rica,5,CRES,,,,,,5,100.0
4/11/2019,Caligo memnon,Costa Rica,69,CRES,,,3,5,,69,88.4
4/11/2019,Colobura dirce,Costa Rica,5,CRES,,,,,,5,100.0
4/11/2019,Dryadula phaetusa,Costa Rica,13,CRES,,,1,5,,13,53.8
4/11/2019,Dryas iulia,Costa Rica,50,CRES,,,20,5,,50,50.0
4/11/2019,Heliconius charitonius,Costa Rica,4,CRES,,,,,,4,100.0
4/11/2019,Heliconius hecale,Costa Rica,72,CRES,,,24,4,,72,61.1
4/11/2019,Heliconius melpomene,Costa Rica,63,CRES,,,18,2,,63,68.3
4/11/2019,Heliconius sara,Costa Rica,62,CRES,,,24,11,,62,43.5
4/11/2019,Hypna clytemnestra,Costa Rica,20,CRES,,,4,2,,20,70.0
4/11/2019,Memphis eurypyle,Costa Rica,16,CRES,,,3,,,16,81.3
4/11/2019,Morpho peleides,Costa Rica,138,CRES,,,11,15,,138,81.2
4/11/2019,Papilio thoas,Costa Rica,71,CRES,,,3,,,71,95.8
4/11/2019,Parides arcas,Costa Rica,10,CRES,,,,,,10,100.0
4/11/2019,Prepona omphale,Costa Rica,14,CRES,,,2,,,14,85.7
4/11/2019,Rothschildea lebeau,Costa Rica,14,CRES,,,,,,14,100.0
4/11/2019,Siproeta epaphus,Costa Rica,55,CRES,,,1,2,,55,94.5
4/11/2019,Siproeta stelenes,Costa Rica,63,CRES,,,1,,,63,98.4
4/11/2019,Tithorea tarricina,Costa Rica,9,CRES,,,2,2,,9,55.6
4/5/2019,Cethosia biblis,PHILIPPINES,10,LPS,,,,,,10,100.0
4/5/2019,Cethosia cyane,THAILAND,30,LPS,,,2,1,,30,90.0
4/5/2019,Chilasa clytia,THAILAND,15,LPS,,,2,2,,15,73.3
4/5/2019,Doleschallia bisaltide,PHILIPPINES,15,LPS,,,2,,,15,86.7
4/5/2019,Graphium agamemnon,PHILIPPINES,15,LPS,,,3,1,,15,73.3
4/5/2019,Hebomoia glaucippe,PHILIPPINES,5,LPS,,,,1,,5,80.0
4/5/2019,Idea leuconoe,PHILIPPINES,15,LPS,,,2,1,,15,80.0
4/5/2019,Papilio lowii,PHILIPPINES,20,LPS,,,2,2,,20,80.0
4/5/2019,Papilio memnon,THAILAND,20,LPS,,,,,,20,100.0
